"id","DTS","DTA","LPCs","PCs","CE_20_3","DG_34_2","DG_36_2","DG_36_3","DG_36_4","LPC_16_0","LPC_18_0","LPC_18_1","LPC_18_2","LPC_18_3","PC_16_0_9_0_CHO","PC_32_0","PC_32_1","PC_32_2","PC_33_2","PC_34_1","PC_34_2","PC_34_3","PC_34_4","PC_35_1","PC_35_2","PC_35_3","PC36_1","PC_36_2","PC_36_3_A","PC_36_3_B","PC_36_4_A","PC_36_4_C","PC_36_5_A","PC_36_5_B","PC_37_3","PC_38_2","PC_38_3_K","PC_38_5_A","PC_p_34_2_PC_o_34_3","PC_p_36_3_PC_o_36_4","PC_p_36_4_PC_o_36_5","PE_34_2","SM_d32_1","SM_d36_1","TG_46_0","TG_46_3","TG_48_0","TG_48_1","TG_48_2","TG_48_3","TG_50_0","TG_50_1","TG_50_2","TG_50_3","TG_50_4","TG_50_5","TG_52_0","TG_52_1","TG_52_2","TG_52_3","TG_52_4","TG_52_5","TG_52_6","TG_54_1","TG_54_2","TG_54_3","TG_54_4","TG_54_5","TG_54_6","TG_54_8","TG_56_4","DGs","SMs","TGs","LPC_PC","LPC_PC_309","LPC_PC_387","PC_TG_878","PC_TG_1670","PC_TG_1671","PC_TG_1680"
"LANMLR17B071",114.333333333333,112.333333333333,366373.666666667,16856258.3333333,NA,NA,NA,NA,NA,67028.3333333333,NA,5589,224418.333333333,69338,NA,21697,26225,30492,41665,400396.333333333,5421535.66666667,2565167.66666667,45512,NA,48864.3333333333,37397.3333333333,19939.3333333333,405284,483071.333333333,292729.666666667,2840662.33333333,NA,4082733.66666667,29976,19956.6666666667,15185.3333333333,13886.3333333333,30062,NA,3758.66666666667,NA,535742.333333333,783,8287.33333333333,NA,NA,6894,5465.33333333333,4608.66666666667,NA,9507.66666666667,39263,48097,30635.6666666667,NA,14438.6666666667,9718.66666666667,14045,41863.3333333333,26664,NA,NA,11710,NA,9228,33817.3333333333,94231,91011,NA,NA,NA,0,8548.33333333333,460861.333333333,-5.55770492797859,-0.378109097069472,-4.2102731667446,9.85339338625375,8.89776028458953,7.81663033174735,7.96083311894466
"LANMLR17B072",133.5,129,2424286.5,14375017,NA,NA,NA,NA,NA,76322.5,NA,55227,1787605.5,505131.5,NA,96242,18872.5,16101,167153.5,240502,4442889,2635107.5,44140,NA,81191.5,98123,36227.5,296666.5,258696,257833,2164763,NA,3413790.5,15016,26563.5,16742,11317,29994.5,NA,43313,NA,419248,NA,95953.5,NA,NA,47443.5,9568.5,8461.5,NA,52847.5,16627.5,106973.5,82249.5,NA,12675.5,63501.5,4065,41121,50976,NA,NA,20786.5,NA,13001.5,25301,58004.5,115738,NA,NA,NA,0,95953.5,729342,-2.57080530140524,2.78319691184178,-0.938058989030284,6.80230035497295,7.73998826745075,6.98652906209578,6.70012248769696
"LANMLR17B074",136,131.666666666667,2430824.66666667,13133270,NA,20424,NA,NA,10627,133523.666666667,31668,154257.333333333,1706316.33333333,426171.333333333,17330,28828.6666666667,19231.6666666667,24750.3333333333,66400.3333333333,358471.666666667,4520931.33333333,2201905.33333333,27531,NA,76763.6666666667,71877,25397.3333333333,335996.333333333,477407,249030.333333333,2281185.33333333,NA,2299600,18003.5,26467.5,13937,6311,8733,NA,31058.6666666667,NA,236273.333333333,14941,12066,NA,2896,7900,6098,3390.5,3925,5225.5,15273.3333333333,39836.6666666667,22936.3333333333,3055,11290,14337,3683.5,25082,36139.3333333333,224225,243439,43375.6666666667,NA,6322.5,18273.3333333333,31706.6666666667,75565,NA,NA,3131,10350.3333333333,13024.3333333333,513640,-2.50994110273033,2.78677449250538,-0.49391632882743,9.27298759497316,7.62834631588626,6.57840111966226,6.64858544303365
"LANMLR17B075",125.5,123.5,2618908,12222661,NA,3151,NA,NA,2506,98862.5,13048,48298.5,2025807,439416,1224,20879.5,13900,24778,36327,127535.5,4149612.5,2288442,40128,NA,62016.5,55229,10496.5,205601.5,232238,193673,2265471.5,NA,2438334,18180,30979,11611.5,3202,12787,NA,17304,NA,192153.5,8773.5,10879,NA,948,4054.5,4109,3307,777,17542,27043,33583.5,10765.5,1174,9442,1537,24699,24985,22913.5,83824,129280,42693,NA,15439,17981,45781.5,25151,NA,NA,1468,2828.5,14213,393870,-2.18974173719296,3.37882139022077,-0.263932694001682,9.99918631805757,7.86615139043243,6.97765688411782,7.02796651106769
"LANMLR17B077",129.5,130.5,2663653.5,11061433.5,3008,140215,NA,4910,135936,110383.5,11890,109726.5,2182761.5,254837,8170,38137.5,7697.5,15723,38053.5,176533.5,5059105,2033801,22115,NA,74802,48532.5,14193.5,242347.5,308836.5,218668.5,2188871,7487,3022275.5,39965,26638,12228.5,8822,16254.5,NA,34103,NA,255879,5782,10007,4968,NA,5439.5,2359,3393,NA,24916,39113,42830,23156,NA,13601,8055,41989,39659.5,41951.5,456450,582557,136527,NA,13707.5,36426.5,109424.5,272390,1242899,1490833,NA,140530.5,10785.5,2548862,-1.97954580954044,3.50789153840825,-0.499107699272686,9.11500002011181,9.06297879601946,5.26988484441238,5.44395442922498
"LANMLR17B086",126,123,4356506,12531781,NA,NA,NA,NA,NA,77068,NA,81876,3123311,1074251,NA,29943,15350,25928,160582,215059,4151839,2327966,27702,NA,72657,43742,16220,361532,272567,270315,1907100,NA,2560375,19379,13915,16572,6927,13555,NA,18776,NA,322657,NA,3447,NA,NA,9262,8507,18535,NA,4803,20576,115330,122290,NA,189252,9284,5895,51271,90329,NA,NA,27391,NA,11130,22031,87005,195027,NA,NA,NA,0,3447,987918,-1.5243480279033,3.53036275563205,0.28672110413429,8.80821102757709,7.24390475232239,6.40922424016971,6.12153474663081
"LANMLR17B093",127,125,3162583,8162864,NA,19757,NA,NA,3947,73848,15065,93315,2632916,347439,17569,18875,3097,5175,23932,60751,2721223,1614006,14164,NA,48506,33050,3688,80192,165268,100840,1714699,NA,1502186,NA,NA,3321,NA,9961,NA,26049,NA,94970,4470,NA,NA,3315,3877,NA,NA,1438,NA,2969,45431,37528,4961,18435,NA,NA,16430,23649,243851,439341,301599,NA,NA,4429,28202,66012,NA,NA,4499,23704,4470,1245966,-1.36797207810099,4.70652156625637,0.809598036909824,9.45509873762383,3.17355163781117,2.41994239154465,2.5072517962345
"LANMLR17B094",123.666666666667,120,5186709,10246063,NA,17157,NA,NA,11329,98436,10926,106564,3773428.66666667,1204638.33333333,4890,69108.6666666667,16954,15373,18768.5,208703.666666667,3529385.66666667,1773430,19744,NA,45625,29709,27558.6666666667,177421.666666667,263292.333333333,146684,1907238.66666667,NA,1948856.33333333,19152.5,22664,9639.66666666667,6616,12319.6666666667,NA,26147,NA,245738.333333333,2885,58082,NA,472,27019.3333333333,4903,3151,367,37958.5,44454.6666666667,73240.6666666667,36375.6666666667,242,16163.6666666667,43537,21490,36832.3333333333,39040.6666666667,2158,3722,18530,NA,14595.5,27726.6666666667,69985,122228.5,NA,NA,58,9495.33333333333,40644.6666666667,556950.666666667,-1.05201300329701,4.64181752518899,0.905021424432948,9.31996202903447,8.76684178706139,7.75561734270764,7.87258687755966
"LANMLR17B098",121,118.5,8859617.5,5689208,NA,11869,NA,NA,5278,192390.5,17454,101624,6537564.5,2019311.5,34447,53176,21445.5,9500,135016.5,88468.5,1925421.5,1178632,13831,NA,40623,54251,11699.5,130087.5,103693,105581,794993.5,NA,951154.5,16036,29512,13751.5,3653,13143,NA,41203,NA,154871.5,6263,9638,NA,7577,17791,21318,18634,6263,12161,26727,75591.5,58149,3416,24089,17399,12641,41761.5,45460,18417,18680,34809,NA,16408,27389,48523,96506,NA,NA,NA,8573.5,7950.5,573253,1.96924550748152,7.24697395252126,4.36792362842315,5.07699132203168,4.33241074712751,3.38559434131247,3.29065122387067
"LANMLR17B099",129.333333333333,130.333333333333,4518326,12373884.6666667,NA,NA,NA,NA,NA,103413.333333333,NA,140177,3548163,726572.666666667,NA,31247.6666666667,13435,13067.3333333333,83466.5,241244.666666667,4159295.66666667,1923229.66666667,30463.3333333333,NA,71348,78234,24790.3333333333,321647,382909.666666667,209812,2411484.66666667,NA,2314886,18225,26420.6666666667,12582.6666666667,7087,17060.3333333333,NA,34560,NA,261262,NA,34979,NA,NA,21716,11890.6666666667,10447,NA,22861,29297.6666666667,62715.3333333333,61070,NA,38198.6666666667,35051.3333333333,11479.6666666667,59289.3333333333,61125.6666666667,NA,NA,33363.6666666667,NA,16399,55028.3333333333,158368.666666667,250712,NA,NA,NA,0,34979,855443.333333333,-1.49256379604224,4.05887317885108,0.582644395481021,8.1449779610537,7.82070913692506,6.65390176824074,7.03160696056049
"LANMLR17B100",134.5,NA,326005.5,16609471,NA,NA,NA,NA,NA,119382.5,NA,6449,153442.5,46731.5,NA,49104.5,22760,26729,74117.5,372415,5398023,2769315.5,44291,NA,63357,39387,16998,379188,437071.5,293579.5,2634570,NA,3895675.5,20297,28626.5,14800,10252.5,25570,NA,10341,NA,478410,1453,7250,NA,NA,4144,5932.5,3073,NA,15180,106565.5,72331,14345,NA,7356,4963,44640,104687,18427,NA,NA,11041,NA,36222.5,86230,242515,NA,NA,NA,NA,0,7976.5,777652.5,-5.89729361912107,-1.10444109009808,-4.83570524871406,10.5409596748753,8.93967640972737,7.97157958864141,7.89958451534324
"LANMLR17B103",132.5,134,1527767.5,5665636,NA,43386,NA,NA,26637,57980.5,25463,73981,1000963.5,369379.5,12765,15965,41410.5,34190.5,60794,223389.5,1854622.5,750984.5,31414.5,NA,58447,51879,41346.5,105024.5,260984.5,113634.5,917940,NA,1045312.5,NA,NA,39221.5,NA,21255,NA,34384,NA,122579,25434.5,NA,NA,23085.5,55013,NA,NA,19496.5,NA,65630,174856.5,185574.5,25841,40207,NA,NA,88527,220635.5,1016332.5,1641182,845782,NA,NA,116339.5,135213,346271,NA,NA,58287,70023,25434.5,5058273.5,-2.10652937400778,2.75045094513302,-0.014667674319807,6.42166395861129,1.39039930088791,-0.179767499201056,0.378753112487929
"LANMLR17B108",133.333333333333,131.666666666667,2296540.33333333,12181520.3333333,NA,25398,NA,NA,22829,157279.666666667,12281,73177.6666666667,1682110.33333333,379879,9962,33611.3333333333,9546,19379.3333333333,46467.6666666667,240097.333333333,3933649,2220770.66666667,23221.3333333333,NA,75033.3333333333,72784.6666666667,15059.6666666667,264043.333333333,359987.333333333,281894.666666667,2136667.33333333,NA,2354484.33333333,20361,44697,12717,12624,13377.6666666667,NA,28679.3333333333,NA,187693,5916,10036,NA,10237,7378.66666666667,8487,9300.5,8845,9088,80399,170238,38557.3333333333,14728,25361,6212,33318.5,55277.6666666667,88123.3333333333,596450,861926,143366,NA,10622.5,34477,117254,346504,NA,NA,9552,16075.6666666667,10634.6666666667,1543366.33333333,-2.4876924031985,2.75690264417522,-0.636574142606749,9.32004079283347,6.37055093765758,5.42205284555809,5.40955382598365
"LANMLR17B109",132.333333333333,132.666666666667,2471598.33333333,10468732.6666667,NA,15403,NA,NA,2992.5,83745.6666666667,15418.5,55376.3333333333,1780825.33333333,541372,2785,27643.6666666667,8812,11699.6666666667,33593.3333333333,120943,3588212,2515344.33333333,31146.6666666667,NA,40004,42504,7870.66666666667,131473,151075.333333333,176439,1502780.33333333,NA,2037933.66666667,14985,19540,8055.33333333333,9176,10449.3333333333,NA,14200.3333333333,NA,149650.666666667,12834.6666666667,9149,NA,1305.5,4444.33333333333,2741,4502,3207,11199,40780,96072,60232.6666666667,1835,9418.66666666667,2934,26089,30245.6666666667,25205,337815,645434,335682,NA,11573,15664.6666666667,39266.3333333333,66636,NA,NA,3216,12263.6666666667,15884.3333333333,1382989.66666667,-2.32447920046013,3.10327256325341,-0.45100667076872,10.0272839137431,5.0361199104944,4.52141313796302,3.78229761316972
"LANMLR17B110",136.5,135,3843422.5,10635170,18609,69223,NA,3231,90695,108959.5,48105,109902.5,2854514,745994,21551,49266,9803.5,19420,114706,162222.5,3545151,1839304,32093.5,NA,77641.5,67406.5,15404,273343.5,301974,233692,2263781,NA,3341198,12929,16651,15142,5788.5,18097.5,NA,24298,NA,446927.5,29936,8614,8803,NA,4077,6345,8909,NA,1979,10080,31256,35314,NA,83643,9492,4365,19158,36683.5,192009,283719,104504,NA,3955.5,15056,55152.5,144311.5,240684,505393,NA,81574.5,19275,1114561.5,-1.74501736987893,3.34249682391037,-0.402217866087853,9.62010425666964,7.57277271606822,4.92979230366599,5.23987081051195
"LANMLR17B111",139,137,2647885.5,8628087.5,NA,24614.5,NA,NA,17639.5,75809,9549.5,121597.5,2153363,287566.5,14904,19311,5162,15273,286546.5,105074,2569585.5,1244853.5,17220.5,NA,53627.5,20023,9008,117341.5,235379,77479.5,2155793.5,NA,1636349,NA,NA,9412.5,NA,9773,NA,34979,NA,102874.5,24505.5,NA,NA,11003.5,8287,NA,NA,8564.5,NA,10741.5,25229.5,24026.5,11101.5,19291.5,NA,NA,18730,28497.5,244570.5,285950.5,145059.5,NA,NA,17615,33091,132235.5,NA,NA,5561,42254,24505.5,1029556,-1.70632746604992,4.95093190260301,0.392124907658863,8.2283766396821,4.11759468303292,3.11627429007719,3.896800695685
"LANMLR17B112",122.5,123,3964217,10406407.5,NA,4489,NA,NA,3287,129274.5,42179,55807.5,2764863.5,993182,4549,49027.5,13708,9156,62669,149914.5,2804770,2068353.5,25085.5,NA,59161.5,65414.5,22362.5,170317.5,232673,315989.5,1798829.5,NA,2477673,28619,35380,10399.5,11511,25902,NA,27334,NA,207335.5,17962,55997,NA,1518,47955.5,9280,7180,1786,81467,8948,37780,30015.5,2172,8261,104672,4612,21619.5,34464,54533,152856,126682,NA,9758,12617.5,43834.5,117433,NA,NA,2354,3888,36979.5,705704.5,-1.34691511245529,3.1462174865258,0.171727436258571,6.99436418252186,4.88332638518142,4.56402289159723,4.26490744963402
"LANMLR17B113",123,120.5,5622074.5,8807926.5,NA,8861,NA,NA,6301,81258,8511,114298.5,4116245.5,1306017,2688,23123.5,6037.5,13506.5,18451.5,119610,3159904.5,1472085,18810,NA,42513.5,29540,8102,162846.5,202817,119185.5,1631702,NA,1726073.5,13444,19977,10450,2859,10285.5,NA,21500.5,NA,158797.5,4388.5,10709,NA,1995,4060.5,9466,6144,847,14626,35413,35811,47697.5,1635,10979,6154,35585,49485.5,20525.5,166128,330958,112411.5,NA,23779,62090,168794,40217,NA,NA,2540,7581,9743,867304.5,-0.657393733172009,5.10955198951802,1.20388391982685,9.83777235723946,6.17245309985883,5.10309340383011,5.2260573685835
"LANMLR17B115",129,130.5,1611262.5,12679918.5,NA,6010,NA,NA,3357,99134.5,20743,45054.5,1197981,258721,10718,122352.5,30606.5,27531,213247.5,203230,3955856,2351548,17972.5,NA,71712,67593.5,31040.5,185787.5,256718,180448,2361723,NA,2500144.5,17824,17457,10194,9859,19695,NA,75630,NA,341260.5,24194,92652,NA,4951,54411.5,7283,12755,2503,98007,13912,24361,16618,2221,25951,88377,19864,20668,8864.5,66325,98294,55105,NA,5415,20918.5,16492.5,33592,NA,NA,2564,4683.5,58423,495173.5,-2.95382556986423,2.73913439829808,-1.03760521997302,7.48144218094191,6.35940289109542,5.62275035357334,5.61942162138187
"LANMLR17B116",113,111,3961860,13550570,NA,NA,NA,NA,NA,152367,NA,45744,2841606,922143,NA,25367,12086,16503,30048,172564,4563947,1960185,31132,NA,57435,33061,10873,283660,322445,195498,2726885,NA,3042114,8920,16664,18241,8713,14953,NA,10149,NA,411853,NA,2623,NA,NA,9000,9585,7220,NA,5138,11068,29689,16368,NA,8135,9321,4632,16686,23904,NA,NA,8182,NA,4278,10568,31479,73140,NA,NA,NA,0,2623,278393,-1.7741037335032,3.8614807794873,-0.0983676845154789,8.98614132127907,9.12361278549543,7.9043205680967,8.38058460668157
"LANMLR17B118",139,140,4046007,8174301,NA,5499,NA,NA,2564,70874,9798,65867,2935920,963548,4977,14158,5572,11560,61091,69707,2484716,1651493,23083,NA,32847,45112,2782,66496,177277,138445,1500498,NA,1847393,NA,NA,2036,NA,14251,NA,23589,NA,159051,16155,NA,NA,1645,2900,NA,NA,754,NA,1534,12685,5207,2325,1754,NA,NA,2709,3778,46930,109719,104477,NA,NA,1762,2203,8403,NA,NA,1341,8063,16155,310126,-1.01459655238654,4.40642780094004,0.668321850476596,9.74281234735379,4.57182368142779,3.98251357314099,3.84418411447838
"LANMLR17B119",130,131,2442805,12002479,NA,25310,NA,NA,21415,74689.5,11305,122995.5,1862311.5,377156,5454,28662.5,9049.5,18262,30439,274768.5,4226749.5,1939056,27293,NA,54210.5,43507,15474,170840.5,460290.5,154550,2277607.5,NA,2228459,10954,23106,7221,2672,8343.5,NA,22076.5,NA,134932.5,3816.5,10646,NA,3793,9893.5,4860,4527,3401,13806,49221.5,64356.5,21636,9720,13022,4931,25681,44066.5,50595.5,214410,355264,72602.5,NA,14591,27046,72899.5,113729,NA,NA,3100,23362.5,9139.5,811246,-2.4411746108732,3.49131736718461,-0.331676094363388,8.73551116472091,7.18159161018179,6.02083990590276,6.29518247482546
"LANMLR17B120",128.333333333333,125.666666666667,3382556.33333333,9155779.66666667,NA,23143.5,NA,NA,9821,118304,19693,51820.6666666667,2408227.33333333,791075.666666667,4438,31561,13086.3333333333,6948.66666666667,114625,85091.3333333333,3006024,2386284.33333333,23407.3333333333,NA,47219.3333333333,76268.6666666667,7160.33333333333,142270,84434.6666666667,165105,1266587,NA,1663580,28067,15451,11652.3333333333,10253,10713.3333333333,NA,38247.3333333333,NA,128975,31816.5,8131,NA,8144,15952.6666666667,10867,4138,6612.5,13985,56822,90218.6666666667,88142.3333333333,7643,16983.3333333333,6905,47444,42242,38059.6666666667,302248,722986,425461.333333333,NA,18970,49218.6666666667,66033,76677,NA,NA,5448.5,21976.3333333333,23921.3333333333,1676409.33333333,-1.81257744705582,3.45342501312619,0.0600554929018573,7.64401028924599,4.089940483387,3.75011947870601,2.85028094820934
"LANMLR17B121",132.333333333333,132.333333333333,3308656.33333333,12177406.6666667,NA,11695,NA,NA,7108,89473.3333333333,7574,91585.3333333333,2427786.33333333,697286.666666667,1750,22376,7602.33333333333,24220,49362,238021,4126526.33333333,2035649.66666667,26200.6666666667,NA,63305.3333333333,53736,17877.6666666667,306369.333333333,352112,216098.666666667,2190927,NA,2396613,15838,23860.5,15292.6666666667,4951.5,14685.6666666667,NA,24413,NA,241972,4960,7905,NA,13833,12126.3333333333,12785.5,13495,11986,7772.5,12097.3333333333,40261,39102.3333333333,9290,55127,14492.5,6217.5,20132,32088.3333333333,156155,256301,70248.3333333333,NA,7013.5,16341.6666666667,34397,89851.3333333333,NA,NA,961,6267.66666666667,6923.33333333333,612465.666666667,-1.87456489563495,3.57744695565687,0.0228607323039318,8.77321537670525,6.60082585404647,5.5797535447729,5.6917837998695
"LANMLR17B122",128,132,74637,12361235,NA,1372,NA,NA,2709,26039,3063,1970,33333,10232,2730,19912,2626,6035,78778,62536,3162984,3114181,22683,NA,24168,4312,5084,85323,123869,155417,2468560,NA,3014815,NA,NA,3513,NA,5065,NA,3728,NA,163847,14493,NA,NA,1203,2425,NA,NA,1333,NA,3719,4104,3425,1307,1506,NA,NA,3046,3409,16717,30626,29993,NA,NA,2873,1728,4860,NA,NA,1120,4081,14493,113394,-7.371716174595,-2.2211212466392,-6.49897449846411,10.3490857953425,6.72051661515609,6.69808315522605,6.36290006834789
"LANMLR17B123",127.5,127.5,4289716,12865740,NA,NA,NA,NA,NA,87559,NA,81418,3147374,973365,NA,22178,20084,25481.5,85186.5,325776,4490229.5,1685263,22699.5,NA,54853,31874,15594.5,298847,427421.5,163075.5,2516372,NA,2569594,20393.5,63522,13631,4014,10785.5,NA,14459,NA,399100,2640,5482,NA,NA,5648.5,6202.5,2200,NA,9373.5,52652.5,28973.5,32948,NA,6057.5,3229,25122.5,74210.5,12382,NA,NA,6168,NA,19684,84978.5,277843,NA,NA,NA,NA,0,6802,647673.5,-1.60818628548339,4.26766195718055,0.288308306205571,9.6449594656263,9.58410584861309,8.15959471503087,8.74196823412344
"LANMLR17B125",142.333333333333,NA,3765117,13562553,NA,NA,NA,NA,NA,170241.666666667,NA,75860,2763693.66666667,755321.666666667,NA,81950.3333333333,15097.3333333333,18938.6666666667,117405.5,229992.333333333,4822471,2731328,24134,NA,77868.3333333333,90394.6666666667,17215.3333333333,248865,281519.666666667,199912.666666667,2070119.33333333,NA,2441244,23780.3333333333,36092.3333333333,16688,9584.33333333333,15935,NA,48367.3333333333,NA,409611.666666667,10777,9520.66666666667,NA,NA,6193.33333333333,4500.33333333333,4200.33333333333,NA,11965,39119.6666666667,31219,9337.33333333333,NA,18240.6666666667,5366.66666666667,20190.3333333333,38247,16957.6666666667,NA,NA,6953,NA,13308.3333333333,24658.6666666667,56611.6666666667,73821,NA,NA,NA,0,16705.3333333333,331676,-2.19314588316103,3.3143455126223,-0.308131968251565,9.58845934913269,9.57663895442247,8.72256591651021,8.37137069011026
"LANMLR17B129",134,139,5320464.33333333,11843664,NA,NA,NA,NA,NA,103422,NA,108400,4207397.33333333,901245,NA,71105,17919.3333333333,10708.6666666667,85498.3333333333,184477.333333333,4026440,2110329,33628,NA,79077.6666666667,99223.3333333333,23891.6666666667,289428.333333333,293632.666666667,240187.333333333,2212642,NA,1883139.66666667,23878.5,82459.6666666667,17781.6666666667,9809.66666666667,26887.6666666667,NA,53369.6666666667,NA,425452.666666667,3957,34993,NA,NA,11049.6666666667,8515.33333333333,5508.66666666667,NA,15233,16649.3333333333,25869.3333333333,19191.6666666667,NA,12291.6666666667,24079.3333333333,8154,26528.6666666667,27107.3333333333,NA,NA,9330,NA,9585.66666666667,33465.3333333333,56854.3333333333,102011.5,NA,NA,NA,0,36312,377421,-1.23386743341447,4.0788899373191,2.38608288105902,8.9270564978427,8.78999841806136,7.84571479512761,7.92886649531849
"LANMLR17B132",135.5,133.5,3515365,11447372.5,NA,4527,NA,NA,3137,86297,15895,66845,2423936,930339.5,15153,15629,10565,19340,23664,133706,3325267,2104319,24506.5,NA,49957.5,35331,14220.5,271677,261241.5,299374,2185842,NA,2612611.5,13342,21779,16389,12717,10591.5,NA,15865.5,NA,277958.5,18297,2403,NA,1472,3586,1865,4429,972,6934,11892.5,11242,8560.5,1899,4643,3895,12718,11130.5,4739.5,34907,50498,27298,NA,8245,13098,26189.5,17694,NA,NA,1459,3832,10350,195873,-1.93533165729983,2.87908513300184,-0.26445795566419,9.91384462425248,7.69945831314074,7.04962292680177,7.10247686957932
"LANMLR17B134",118,116,3443935,8555630,NA,10840,NA,NA,7992,81779,8281,64402,2314940,974533,855,16619,11703,18067,24511,113327,2984027,1254309,20700,NA,44096,15528,6883,107189,268555,128845,1672150,NA,1849510,NA,NA,7465,NA,7311,NA,10863,NA,302250,4453,NA,NA,2665,5255,NA,NA,1150,NA,6012,17154,10997,4559,10672,NA,NA,8293,14078,113493,155729,73517,NA,NA,5349,13396,39375,NA,NA,1729,18832,4453,483423,-1.3128161786056,4.16726634362243,0.323831700436194,9.14935410988477,5.343038883252,4.09267109481469,4.50748256383816
"LANMLR17B135",139,136.666666666667,3611995.33333333,12027178.6666667,NA,33035,NA,NA,2662,111541.666666667,23771,89781.6666666667,2615496,787252.333333333,7084,24060.3333333333,13391.6666666667,20235.3333333333,84849.6666666667,196093.333333333,4494627.66666667,2080692.66666667,27494.3333333333,NA,71081.6666666667,67917.6666666667,11535.6666666667,251224.333333333,270458.333333333,195172.666666667,2034410,NA,2118960,10871.5,17314.5,10535,3546.5,16147.6666666667,NA,26310,NA,167138,3838,4157,NA,1620,7084.66666666667,8362.5,8413,1083,5420,10423,67565.3333333333,42469,1134,18549,9345,4220,25580,51992.3333333333,68949,115371,33472.3333333333,NA,8893,14323.3333333333,42975.3333333333,113881.333333333,NA,NA,1764,11899,4050.66666666667,521391.666666667,-1.91943734007074,3.58491240050309,0.15107263936779,9.46545142549754,7.17587214875613,6.07004181584302,6.02980287667662
"LANMLR17B138",134,136,421567,17049720,NA,NA,NA,NA,NA,105820,NA,7996,237602,70149,NA,48677,28704,60629,59569,338076,5658049,2670008,17022,NA,103613,38853,23752,594179,481551,326238,3151402,NA,3396310,15920,13435,24560,9451,6091,NA,7383,NA,313299,NA,15183,NA,NA,9024,4898,7832,NA,8086,11887,86349,53722,NA,24904,12847,4177,30669,37819,NA,NA,11921,NA,8722,12425,38020,65102,NA,NA,NA,0,15183,428404,-5.33784229834372,-0.457377856076196,-3.83734926255965,9.29232188778307,8.89065559844572,7.80719499217615,8.04634472713997
"LANMLR17B140",124,122,2079440,15323280,NA,NA,NA,NA,NA,41742,NA,23552,1644845,369301,NA,28946,19720,32802,113231,233665,5183264,2142732,20977,NA,83001,33531,15899,382914,376120,218168,3078193,NA,3305536,14065,13148,16226,5664,10662,NA,10715,NA,480878,NA,12004,NA,NA,4635,971,3712,NA,4486,5411,34567,17971,NA,21409,8420,1313,14738,24551,NA,NA,11300,NA,4463,11280,40458,91315,NA,NA,NA,0,12004,301000,-2.88145818079335,2.9144402261081,-1.00693258717987,10.1270758224185,8.84139429374152,7.56698483483449,8.08961710734936
"LANMLR17B144",128.333333333333,126.666666666667,1020415.33333333,14204238.6666667,37348,69056,NA,NA,65153,72190.3333333333,19405,36495.6666666667,706048.333333333,199212.666666667,11530,18705.6666666667,23310,21455.6666666667,47773.3333333333,219174,4479742,2609446.66666667,37665.3333333333,NA,86186.3333333333,122421.666666667,16421.3333333333,322841,364681.666666667,354713,2587706,NA,4290539,22515,33361,19500.3333333333,12566,23281.6666666667,NA,22024,NA,469030.666666667,18904.5,10141.5,12695,NA,7345.66666666667,2829.5,2943.5,NA,10995.5,14188.3333333333,25990,7425,NA,11615.5,4822.5,14922.5,18564.3333333333,21070.3333333333,238879,406137,111539,NA,7918,14555.6666666667,34770.3333333333,69789,247825,675654,NA,44736.3333333333,19364,866567,-3.91914568576629,0.871839317826933,-2.84496348556389,9.38641555138968,9.46501073172177,6.77741968780993,6.7772825171393
"LANMLR17B146",131,128,1005742,11431108,NA,1733,NA,NA,2365,69551,8628,34799,769844,122920,5435,22248,2734,16067,23605,181350,3582687,2187841,18453,NA,46694,28801,14185,179457,319312,229049,2056238,NA,2506730,NA,NA,11031,NA,8869,NA,4507,NA,82184,6132,NA,NA,1523,2306,NA,NA,1808,NA,2802,8516,2465,1249,1396,NA,NA,6469,8462,51616,80603,51948,NA,NA,1578,8682,21264,NA,NA,1251,4098,6132,253938,-3.50663308112233,1.74890986568823,-1.70316857675286,10.601433780258,6.10782999197628,5.3962958783554,5.30679524283866
"LANMLR17B149",128,125.5,3701203,13439076,NA,NA,NA,NA,NA,83352,NA,152782.5,2806805.5,658263,NA,62081,20214.5,22590.5,34799.5,356265.5,4308394,2040984,26279,NA,57096,37754.5,38685.5,227214,542815,152252,2850543.5,NA,2600066,20871.5,22586,12780,6367.5,15020,NA,22102,NA,162939.5,1451,85356.5,NA,NA,34603.5,7739.5,2986.5,NA,32636.5,44534.5,33500,36568.5,NA,10646,34247,29036.5,59510.5,42023,NA,NA,16785.5,NA,23077.5,47906,116635.5,112247,NA,NA,NA,0,86082,628560,-1.94484588643704,4.13705559924943,0.0390217538263107,7.60291988827285,8.50084327957438,7.3922289329131,7.89692705641353
"LANMLR17B151",133.5,NA,1974771,14948176.5,NA,NA,NA,NA,NA,86784.5,NA,143047.5,1516973,227966,NA,128051.5,41663.5,20118,36209,416372,4703671,2665350,40880.5,NA,71204.5,89885,62196.5,228397,620852,202088.5,2825570,NA,2673189.5,26764,55253,21597,8164.5,37567.5,27907,52861.5,NA,263583.5,NA,128260,NA,NA,46539.5,13424,5852,NA,26348,9459.5,35205,22838,NA,10483.5,26733,2995,25294,40733,NA,NA,14695,NA,7221.5,24122.5,43576.5,113706,NA,NA,NA,0,128260,469226,-3.16564612204554,2.5914305381668,-1.13612314663712,7.20966337673107,8.41529196649888,7.59579672259181,7.66756881686266
